t_es,t_via,via,civ,cod_via,zd,sup_alt,sup_lav
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,PATTARI,6,304,1,26.5,43.0
Tipo A - Estetica Manuale,Via,GIOACCHINO ROSSINI,5,3040,1,8.0,50.0
Parrucchiere per Donna,Via,VIVAIO,14,3041,1,4.0,31.0
Tipo A - Estetica Manuale,Piazza,DEL TRICOLORE,4,3047,1,8.0,45.0
Acconciatore,Viale,BIANCA MARIA,10,3050,1,6.0,22.0
Centro Benessere,Viale,BIANCA MARIA,3,3050,1,5.0,51.0
Tipo A - Estetica Manuale,Via,ENRICO CERNUSCHI,1,3051,1,8.0,40.0
Tipo A - Estetica Manuale,Piazza,CINQUE GIORNATE,1A,3053,1,8.0,31.0
Parrucchiere per Donna,Piazza,CINQUE GIORNATE,3,3053,1,4.0,30.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Piazza,CINQUE GIORNATE,6,3053,1,8.0,29.0
Tipo A - Estetica Manuale,Piazza,CINQUE GIORNATE,7,3053,4,8.0,70.0
Tipo A - Estetica Manuale,Via,PODGORA,11,3055,1,8.0,45.0
Tipo A - Estetica Manuale,Via,FONTANA,18,3058,1,8.0,45.0
Parrucchiere per Donna,Via,FONTANA,5,3058,1,4.0,20.0
Acconciatore,Viale,REGINA MARGHERITA,2,3059,1,6.0,36.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,REGINA MARGHERITA,28,3059,1,26.5,48.5
Tipo A - Estetica Manuale,Viale,REGINA MARGHERITA,4,3059,1,8.0,45.0
Parrucchiere per Uomo,Viale,MONTE NERO,15,3062,1,17.0,38.0
Parrucchiere per Uomo,Viale,MONTE NERO,16,3062,4,5.0,35.0
Tipo A - Estetica Manuale,Viale,MONTE NERO,31,3062,1,8.0,45.0
Parrucchiere per Donna,Viale,MONTE NERO,33,3062,1,4.0,26.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,MONTE NERO,33,3062,1,26.5,48.0
Acconciatore,Viale,MONTE NERO,38,3062,4,6.0,18.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,MONTE NERO,5,3062,1,20.0,70.0
Tipo B - Centro di Abbronzatura;Tipo A - Estetica Manuale,Viale,MONTE NERO,60,3062,4,30.0,40.0
Parrucchiere per Donna,Viale,MONTE NERO,63,3062,1,4.0,31.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale,Viale,MONTE NERO,68,3062,4,1.0,40.0
Acconciatore,Viale,MONTE NERO,7,3062,1,6.0,50.0
Parrucchiere per Donna,Viale,MONTE NERO,71,3062,1,4.0,31.0
Acconciatore,Viale,MONTE NERO,76,3062,4,6.0,14.0
Tipo A - Estetica Manuale,Viale,MONTE NERO,8,3062,4,8.0,29.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,PREMUDA,14,3063,4,8.0,17.0
Tipo A - Estetica Manuale,Via,PIETRO COSSA,5,3066,1,8.0,109.0
Acconciatore,Via,CESARE BECCARIA,5,307,1,1.0,22.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,FELICE BELLOTTI,4,3070,3,26.5,48.5
Parrucchiere per Uomo,Via,FELICE BELLOTTI,5,3070,3,5.0,18.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Via,AUGUSTO ANFOSSI,19,3071,4,8.0,113.0
Parrucchiere per Donna,Via,AUGUSTO ANFOSSI,28,3071,4,4.0,31.0
Parrucchiere per Donna,Via,AUGUSTO ANFOSSI,44,3071,4,4.0,50.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,AUGUSTO ANFOSSI,44,3071,4,26.5,48.5
Tipo A - Estetica Manuale,Via,AUGUSTO ANFOSSI,8,3071,4,8.0,34.0
Tipo A - Estetica Manuale,Via,AUGUSTO ANFOSSI,9,3071,4,8.0,37.0
Parrucchiere per Uomo,Via,AMATORE SCIESA,18,3072,4,5.0,20.5
Tipo A - Estetica Manuale,Via,AMATORE SCIESA,21,3072,4,8.0,80.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,AMATORE SCIESA,7,3072,4,26.5,45.0
Parrucchiere per Donna,Via,EMILIO MOROSINI,12,3073,4,4.0,33.0
Parrucchiere per Uomo,Via,EMILIO MOROSINI,23,3073,4,5.0,33.0
Parrucchiere per Donna,Via,EMILIO MOROSINI,33,3073,4,4.0,26.0
Parrucchiere per Donna,Corso,VENTIDUE MARZO,12,3074,4,4.0,25.0
Acconciatore,Corso,VENTIDUE MARZO,25,3074,4,6.0,37.0
Parrucchiere per Uomo,Corso,VENTIDUE MARZO,30,3074,4,2.0,20.0
Acconciatore,Corso,VENTIDUE MARZO,40,3074,4,6.0,50.0
Parrucchiere per Donna,Corso,VENTIDUE MARZO,41,3074,4,8.0,40.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,VENTIDUE MARZO,49,3074,4,26.5,48.5
Acconciatore,Corso,VENTIDUE MARZO,5,3074,4,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,VENTIDUE MARZO,5,3074,4,26.5,48.5
Parrucchiere per Donna,Corso,VENTIDUE MARZO,8,3074,4,4.0,48.0
Parrucchiere per Donna,Via,BEZZECCA,1,3075,4,4.0,27.0
Parrucchiere per Uomo,Via,FRANCESCO ANZANI,1,3076,4,5.0,14.0
Parrucchiere per Donna,Via,FRANCESCO ANZANI,2,3076,4,8.0,29.0
Acconciatore,Via,CADORE,21,3077,4,6.0,62.0
Tipo A - Estetica Manuale,Via,CADORE,29,3077,4,8.0,50.0
Parrucchiere per Uomo,Via,CADORE,30,3077,4,5.0,12.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento,Via,CADORE,37,3077,4,2.0,35.5
Acconciatore,Via,CADORE,39,3077,4,6.0,37.0
Acconciatore,Via,CADORE,48,3077,4,6.0,28.0
Parrucchiere per Uomo,Piazza,SANTA MARIA DEL SUFFRAGIO,4,3078,4,5.0,18.0
Acconciatore,Via,GALVANO FIAMMA,36,3079,4,6.0,32.0
Parrucchiere per Uomo,Via,GALVANO FIAMMA,6,3079,4,5.0,20.5
Parrucchiere per Donna,Via,MARCONA,53,3080,4,4.0,25.0
Parrucchiere per Donna,Via,MARCONA,70,3080,4,4.0,42.0
Parrucchiere per Uomo,Via,MARCONA,90,3080,4,5.0,32.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,BENVENUTO CELLINI,3,3081,4,20.0,40.0
Tipo A - Estetica Manuale,Via,PIETRO CALVI,3,3083,4,8.0,45.0
Tipo A - Estetica Manuale,Via,PIETRO CALVI,3A,3083,4,8.0,45.0
Acconciatore,Via,FRANCESCO GUICCIARDINI,10,3084,4,6.0,15.0
Centro Massaggi,Via,MACEDONIO MELLONI,30,3085,4,29.0,20.0
Parrucchiere per Donna,Via,MACEDONIO MELLONI,32,3085,4,4.0,31.0
Tipo A - Estetica Manuale,Via,MACEDONIO MELLONI,37,3085,4,8.0,45.0
Parrucchiere per Donna,Via,ARCHIMEDE,41,3086,4,4.0,21.0
Parrucchiere per Uomo,Via,ARCHIMEDE,43,3086,4,5.0,15.0
Parrucchiere per Donna,Via,ARCHIMEDE,59,3086,4,4.0,31.0
Parrucchiere per Donna,Via,ARCHIMEDE,83,3086,4,4.0,59.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,ARCHIMEDE,83,3086,4,11.0,50.0
Tipo A - Estetica Manuale,Via,BONVESIN DE LA RIVA,9,3087,4,8.0,45.0
Tipo A - Estetica Manuale,Via,GOFFREDO MAMELI,46,3088,4,4.0,18.0
Acconciatore,Via,GOFFREDO MAMELI,48,3088,4,10.0,20.0
Tipo A - Estetica Manuale,Via,FRATELLI BRONZETTI,14,3089,4,8.0,50.0
Parrucchiere per Donna,Via,FRATELLI BRONZETTI,16,3089,4,4.0,25.0
Acconciatore,Via,FRATELLI BRONZETTI,25,3089,4,6.0,90.0
Parrucchiere per Uomo,Via,FRATELLI BRONZETTI,26,3089,4,5.0,25.0
Tipo A - Estetica Manuale,Via,FRATELLI BRONZETTI,8,3089,4,8.0,67.0
Parrucchiere per Donna,Via,CARLO POMA,18,3090,4,4.0,31.0
Tipo A - Estetica Manuale,Via,GIUSEPPE COMPAGNONI,24,3096,4,8.0,45.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,GIUSEPPE COMPAGNONI,33,3096,4,11.0,50.0
Parrucchiere per Donna,Viale,CAMPANIA,20,3100,4,3.0,25.0
Parrucchiere per Uomo,Viale,CAMPANIA,29,3100,4,3.0,33.0
Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Viale,CAMPANIA,35,3100,4,13.0,65.0
Parrucchiere per Uomo;Parrucchiere per Donna,Viale,CAMPANIA,40,3100,4,18.0,37.0
Acconciatore,Viale,CAMPANIA,42,3100,4,6.0,55.0
Centro Massaggi,Viale,CAMPANIA,49,3100,4,14.0,42.0
Parrucchiere per Donna,Piazzale,SUSA,1,3101,3,4.0,30.0
Parrucchiere per Uomo,Piazzale,SUSA,15,3101,3,5.0,20.5
Parrucchiere per Donna,Piazzale,SUSA,6,3101,4,4.0,31.0
Parrucchiere per Uomo,Viale,ROMAGNA,12,3102,3,5.0,52.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,ROMAGNA,2,3102,3,16.5,38.0
Acconciatore,Viale,ROMAGNA,23,3102,3,6.0,37.0
Parrucchiere per Donna,Viale,ROMAGNA,50,3102,3,4.0,26.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Viale,ROMAGNA,67,3102,3,11.0,50.0
Parrucchiere per Uomo,Via,GIACINTO GALLINA,1,3105,3,5.0,26.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIACINTO GALLINA,1,3105,3,26.5,40.0
Parrucchiere per Donna,Via,LUIGI VANVITELLI,6A,3108,3,4.0,35.0
Parrucchiere per Uomo,Largo,ILDEFONSO SCHUSTER,1,311,1,5.0,20.5
Parrucchiere per Donna,Piazza,GIUSEPPE GRANDI,1,3112,4,4.0,31.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazza,GIUSEPPE GRANDI,22,3112,4,16.5,27.0
Parrucchiere per Uomo;Parrucchiere per Donna,Piazza,GIUSEPPE GRANDI,24,3112,4,6.0,30.5
Parrucchiere per Uomo;Parrucchiere per Donna,Piazza,GIUSEPPE GRANDI,5,3112,4,6.0,55.0
Acconciatore,Viale,PICENO,29,3114,4,6.0,55.0
Parrucchiere per Uomo,Viale,PICENO,32,3114,4,5.0,20.5
Tipo A - Estetica Manuale,Viale,PICENO,5,3114,4,8.0,45.0
Parrucchiere per Uomo,Viale,PICENO,8,3114,4,5.0,29.0
Parrucchiere per Donna,Viale,DEI MILLE,70,3115,3,4.0,43.0
Parrucchiere per Donna,Corso,CONCORDIA,10,3116,4,4.0,54.0
Acconciatore;Tipo A - Estetica Manuale,Corso,CONCORDIA,12,3116,4,3.0,65.0
Parrucchiere per Uomo,Corso,CONCORDIA,6,3116,4,5.0,20.5
Parrucchiere per Donna,Piazza,RISORGIMENTO,4,3117,4,5.0,32.0
Acconciatore,Piazza,RISORGIMENTO,7,3117,3,10.0,40.0
Parrucchiere per Donna,Corso,INDIPENDENZA,12,3118,4,17.0,19.0
Centro Massaggi,Corso,INDIPENDENZA,6,3118,4,14.0,38.0
Parrucchiere per Donna,Corso,INDIPENDENZA,6,3118,4,4.0,31.0
Parrucchiere per Uomo,Piazzale,DATEO,5,3119,3,5.0,34.0
Acconciatore,Via,FELICE CAVALLOTTI,13,312,1,7.0,56.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Corso,PLEBISCITI,1,3120,3,26.5,48.5
Acconciatore,Corso,PLEBISCITI,12,3120,4,6.0,30.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GIULIO UBERTI,18,3121,3,16.5,47.0
Parrucchiere per Donna,Via,GIULIO UBERTI,5,3121,3,6.0,24.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GUSTAVO MODENA,15,3122,3,2.0,45.0
Parrucchiere per Donna,Via,GUSTAVO MODENA,21,3122,3,4.0,31.0
Parrucchiere per Donna,Via,GUSTAVO MODENA,25,3122,3,3.0,17.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,GUSTAVO MODENA,30,3122,3,6.0,28.0
Parrucchiere per Donna,Piazza,EDOARDO FERRAVILLA,3,3125,3,2.0,30.0
Parrucchiere per Donna,Via,GIAN BATTISTA TIEPOLO,1,3126,3,4.0,19.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,GAIO,10,3127,3,6.0,39.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DURINI,2,313,1,20.0,96.0
Acconciatore,Via,GIOVANNI PASCOLI,2,3132,3,6.0,86.0
Parrucchiere per Donna,Via,GIOVANNI PASCOLI,3,3132,3,4.0,31.0
Tipo A - Estetica Manuale,Via,GIOVANNI PASCOLI,3,3132,3,8.0,45.0
Parrucchiere per Uomo,Via,GIOVANNI PASCOLI,56,3132,3,6.0,29.0
Centro Massaggi,Via,NINO BIXIO,10,3133,3,14.0,42.0
Parrucchiere per Donna,Via,NINO BIXIO,12,3133,3,4.0,50.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,NINO BIXIO,32,3133,3,2.0,34.0
Parrucchiere per Uomo,Via,GIUSEPPE ABAMONTI,1,3135,3,6.0,16.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Via,GIUSEPPE ABAMONTI,2,3135,3,3.0,111.0
Tipo A - Estetica Manuale,Via,GIUSEPPE ABAMONTI,2,3135,3,8.0,15.0
Acconciatore;Tipo A - Estetica Manuale,Via,CERVA,10,314,1,3.0,55.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CERVA,19,314,1,2.0,30.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,UMBRIA,101,3145,4,26.5,48.5
Parrucchiere per Uomo,Viale,UMBRIA,16,3145,4,5.0,20.5
Parrucchiere per Uomo,Viale,UMBRIA,17,3145,4,5.0,20.5
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,UMBRIA,18,3145,4,2.0,30.0
Acconciatore,Viale,UMBRIA,35,3145,4,6.0,53.0
Tipo A - Estetica Manuale,Viale,UMBRIA,35,3145,4,8.0,53.0
Centro Massaggi,Viale,UMBRIA,41,3145,4,1.0,89.0
Parrucchiere per Uomo,Viale,UMBRIA,44,3145,4,5.0,21.0
Tipo B - Centro di Abbronzatura;Acconciatore;Tipo A - Estetica Manuale,Viale,UMBRIA,52,3145,4,16.0,68.0
Acconciatore,Viale,UMBRIA,53,3145,4,6.0,35.0
Parrucchiere per Donna,Viale,UMBRIA,66,3145,4,1.0,28.0
Parrucchiere per Donna,Viale,UMBRIA,82,3145,4,4.0,31.0
Acconciatore,Viale,UMBRIA,9,3145,4,6.0,33.0
Parrucchiere per Donna,Viale,UMBRIA,94,3145,4,4.0,31.0
Acconciatore,Viale,UMBRIA,99,3145,4,6.0,50.0
Parrucchiere per Donna,Via,DELLA COMMENDA,28,3146,1,4.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,DELLA COMMENDA,33,3146,1,31.0,65.0
Tipo A - Estetica Manuale,Via,DELLA COMMENDA,41,3146,1,8.0,45.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,PASQUALE SOTTOCORNO,1,3152,4,2.5,55.0
Tipo A - Estetica Manuale,Via,PASQUALE SOTTOCORNO,17,3152,4,8.0,45.0
Parrucchiere per Donna,Via,PASQUALE SOTTOCORNO,2,3152,4,4.0,30.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,PASQUALE SOTTOCORNO,3,3152,4,7.0,27.0
Tipo A - Estetica Manuale,Via,FILIPPINO DEGLI ORGANI,9,3162,4,8.0,15.0
Acconciatore,Piazzale,VINCENZO CUOCO,5,3163,4,6.0,70.0
Acconciatore,Via,GASPARE ASELLI,20,3167,3,6.0,37.0
Parrucchiere per Uomo,Via,GASPARE ASELLI,24,3167,3,5.0,20.5
Acconciatore,Via,GASPARE ASELLI,26,3167,3,6.0,37.0
Centro Massaggi,Via,GASPARE ASELLI,29,3167,3,14.0,51.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,GASPARE ASELLI,29,3167,3,16.5,60.0
Acconciatore,Via,GASPARE ASELLI,5,3167,3,6.0,37.0
Parrucchiere per Uomo,Via,GASPARE ASELLI,7,3167,3,4.0,21.0
Tipo A - Estetica Manuale,Via,GAETANO STRAMBIO,22,3168,3,8.0,66.0
Acconciatore,Via,GAETANO STRAMBIO,29,3168,3,6.0,37.0
Parrucchiere per Donna,Via,VIGILIO INAMA,1,3169,3,4.0,31.0
Acconciatore,Via,VIGILIO INAMA,10,3169,3,6.0,32.0
Centro Massaggi,Via,VIGILIO INAMA,25,3169,3,14.0,42.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazzale,PAOLO GORINI,10,3170,3,27.0,43.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,DEI CONTARINI,7,3172,3,11.0,37.0
Acconciatore,Piazza,DOMENICO ASPARI,2,3173,3,6.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Piazza,DOMENICO ASPARI,2,3173,3,26.5,48.5
Parrucchiere per Donna,Via,PAULLO,13,3177,4,4.0,27.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,PAULLO,7,3177,4,26.5,48.5
Parrucchiere per Uomo,Viale,MOLISE,51,3178,4,5.0,20.5
Acconciatore,Viale,MOLISE,54,3178,4,6.0,35.0
Parrucchiere per Donna,Viale,MOLISE,59,3178,4,4.0,31.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Viale,MOLISE,59,3178,4,26.5,39.0
Parrucchiere per Donna;Tipo A - Estetica Manuale,Via,LARGA,16,318,1,11.0,50.0
Tipo A - Estetica Manuale,Via,ANTONIO KRAMER,13,3180,3,8.0,18.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ANTONIO KRAMER,20,3180,3,2.0,56.0
Acconciatore,Via,ANTONIO KRAMER,23,3180,3,8.0,32.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ANTONIO KRAMER,23,3180,3,26.5,48.5
Parrucchiere per Donna,Via,ANTONIO KRAMER,33,3180,3,4.0,100.0
Parrucchiere per Donna,Via,CARLO GOLDONI,77,3183,3,4.0,39.0
Parrucchiere per Donna,Via,CIRO MENOTTI,1,3184,3,4.0,70.0
Centro Massaggi,Via,CIRO MENOTTI,35,3184,3,12.0,15.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CIRO MENOTTI,6,3184,3,26.5,71.0
Parrucchiere per Uomo,Via,CIRO MENOTTI,8,3184,3,5.0,42.0
Centro Massaggi,Via,CASTEL MORRONE,12,3185,3,14.0,39.0
Parrucchiere per Donna,Via,CASTEL MORRONE,18,3185,3,4.0,67.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,CASTEL MORRONE,9,3185,3,16.5,47.0
Parrucchiere per Uomo,Via,SPARTACO,21,3186,4,5.0,20.5
Acconciatore,Via,SPARTACO,23,3186,4,6.0,30.0
Acconciatore,Via,SPARTACO,37,3186,4,6.0,33.0
Parrucchiere per Donna,Via,SPARTACO,38,3186,4,4.0,43.0
Parrucchiere per Donna,Via,ANTONIO FOGAZZARO,14,3187,4,4.0,19.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento,Via,ANTONIO FOGAZZARO,14,3187,4,2.0,30.0
Acconciatore,Via,BERGAMO,12A,3189,4,6.0,39.0
Acconciatore,Via,BERGAMO,2,3189,4,6.0,40.0
Tipo A - Estetica Manuale,Via,BERGAMO,2,3189,4,8.0,30.0
Parrucchiere per Uomo;Tipo A - Estetica Manuale,Via,BERGAMO,22,3189,4,10.0,31.0
Parrucchiere per Donna,Via,BERGAMO,8,3189,4,4.0,17.0
Acconciatore;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ANDREA MAFFEI,15,3191,4,20.0,70.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,ANDREA MAFFEI,20,3191,4,26.5,69.0
Tipo A - Estetica Manuale,Via,MAESTRI CAMPIONESI,4,3197,4,8.0,45.0
Parrucchiere per Uomo,Via,PERUGINO,32,3198,4,5.0,18.0
Parrucchiere per Donna,Via,FRIULI,1,3199,4,4.0,33.0
Parrucchiere per Donna,Via,FRIULI,15,3199,4,19.0,19.0
Tipo A - Estetica Manuale,Via,FRIULI,50,3199,4,8.0,45.0
Acconciatore,Via,FRIULI,51,3199,4,6.0,37.0
Parrucchiere per Donna,Via,FRIULI,6,3199,4,4.0,31.0
Centro Massaggi,Via,FRIULI,61,3199,4,14.0,30.0
Acconciatore,Via,FRIULI,75,3199,4,6.0,40.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,FRIULI,77,3199,4,2.5,55.0
Parrucchiere per Donna,Via,REZIA,8,3200,4,4.0,23.0
Parrucchiere per Donna,Via,LUIGI MANGIAGALLI,5,3202,3,3.0,23.0
Tipo A - Estetica Manuale;Tipo C - Trattamenti Estetici Dimagrimento;Tipo B - Centro di Abbronzatura,Via,LUIGI MANGIAGALLI,5,3202,3,3.0,63.0
Parrucchiere per Uomo;Parrucchiere per Donna;Parrucchiere per Uomo,Via,SANDRO BOTTICELLI,2,3203,3,3.0,60.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,BEATO ANGELICO,29,3204,3,26.5,58.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SANGALLO,10,3208,3,26.5,48.5
Parrucchiere per Uomo,Via,SANGALLO,31,3208,3,19.0,18.0
Parrucchiere per Uomo,Via,GIOVANNI BRIOSI,8,3209,3,5.0,16.0
Tipo A - Estetica Manuale,Via,SANTA TECLA,4,321,1,8.0,45.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,SANTA TECLA,5,321,1,6.0,26.0
Parrucchiere per Uomo,Via,MARCO GREPPI,8,3213,4,5.0,20.5
Acconciatore,Via,GAETANO STRIGELLI,5,3214,4,12.0,30.0
Parrucchiere per Uomo,Via,SCIPIONE PISTRUCCI,10,3215,4,5.0,20.5
Centro Massaggi,Via,SCIPIONE PISTRUCCI,23,3215,4,14.0,42.0
Parrucchiere per Donna,Via,SCIPIONE PISTRUCCI,25,3215,4,4.0,21.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,SCIPIONE PISTRUCCI,5,3215,4,26.5,55.0
Parrucchiere per Donna,Piazza,IMPERATORE TITO,6,3216,4,4.0,30.0
Acconciatore,Piazza,IMPERATORE TITO,8,3216,4,6.0,25.0
Tipo A - Estetica Manuale;Tipo D - Estetica Apparati Elettromeccanici;Tipo C - Trattamenti Estetici Dimagrimento,Piazza,IMPERATORE TITO,8,3216,4,13.0,58.0
Tipo A - Estetica Manuale,Via,BALDASSARE OLTROCCHI,11,3217,4,8.0,45.0
Parrucchiere per Uomo,Via,BALDASSARE OLTROCCHI,7,3217,4,5.0,33.0
Centro Massaggi,Via,CERVIGNANO,1,3218,4,14.0,37.0
Tipo A - Estetica Manuale,Via,CERVIGNANO,6,3218,4,8.0,4.0
Tipo A - Estetica Manuale,Via,CERVIGNANO,8,3218,4,8.0,45.0
Parrucchiere per Donna,Piazzale,FERDINANDO MARTINI,1,3219,4,4.0,31.0
Parrucchiere per Donna,Piazzale,FERDINANDO MARTINI,11,3219,4,4.0,16.0
Parrucchiere per Donna,Piazzale,FERDINANDO MARTINI,2,3219,4,4.0,31.0
Parrucchiere per Donna,Via,LAURA CICERI VISCONTI,14,3220,4,4.0,36.0
Acconciatore,Via,LAURA CICERI VISCONTI,2,3220,4,6.0,50.0
Acconciatore,Piazza,INSUBRIA,10,3221,4,6.0,42.0
Centro Massaggi,Via,LUISA SANFELICE,10,3224,4,14.0,35.0
Parrucchiere per Donna,Via,LUISA SANFELICE,7,3224,4,4.0,25.0
Parrucchiere per Uomo,Via,CALVAIRATE,1,3225,4,5.0,20.5
Parrucchiere per Donna,Via,DEGLI ETRUSCHI,5,3227,4,4.0,13.0
Acconciatore,Via,GIOVANNI ANTONIO AMADEO,24,3228,3,6.0,37.0
Acconciatore,Via,GIOVANNI ANTONIO AMADEO,27,3228,3,6.0,37.0
Parrucchiere per Donna,Via,GIOVANNI ANTONIO AMADEO,28,3228,3,2.0,17.0
Parrucchiere per Uomo,Via,GIOVANNI ANTONIO AMADEO,35,3228,3,2.0,18.0
Centro Massaggi,Via,GIOVANNI ANTONIO AMADEO,40,3228,3,14.0,42.0
Parrucchiere per Uomo;Parrucchiere per Donna,Via,GIOVANNI ANTONIO AMADEO,54,3228,3,15.0,21.0
Parrucchiere per Donna,Via,ALESSANDRO VISCONTI D'ARAGONA,17,3229,3,4.0,30.0
Parrucchiere per Donna,Via,RICCARDO ARNO',6,3230,3,4.0,17.0
Acconciatore,Largo,ORESTE MURANI,2,3234,3,6.0,37.0
Centro Massaggi,Via,FILIPPO TAJANI,1,3235,3,14.0,42.0
Centro Massaggi,Via,FILIPPO TAJANI,10,3235,3,14.0,42.0
Parrucchiere per Donna;Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,FILIPPO TAJANI,11,3235,3,16.5,47.0
Parrucchiere per Donna,Via,TEMISTOCLE CALZECCHI,2,3241,3,4.0,42.0
Parrucchiere per Uomo,Via,ORTICA,1,3242,3,8.0,15.0
Parrucchiere per Donna,Via,ORTICA,3,3242,3,4.0,29.0
Esecuzione di Tatuaggi e Piercing,Via,ILLIRICO,11,3245,3,25.0,88.0
Parrucchiere per Uomo,Via,ILLIRICO,6,3245,3,2.0,17.0
Parrucchiere per Donna,Via,AJACCIO,4,3246,3,3.0,35.0
Acconciatore,Viale,ARGONNE,10,3254,4,6.0,24.0
Parrucchiere per Donna,Viale,ARGONNE,11,3254,3,4.0,19.0
Acconciatore,Viale,ARGONNE,24,3254,4,6.0,37.0
Acconciatore,Viale,ARGONNE,3,3254,3,6.0,30.0
Parrucchiere per Donna,Viale,ARGONNE,52,3254,4,4.0,60.0
Parrucchiere per Donna,Viale,ARGONNE,53,3254,3,2.0,37.0
Tipo A - Estetica Manuale;Tipo B - Centro di Abbronzatura,Via,FRANCESCO REINA,11,3255,4,26.5,48.5
Parrucchiere per Uomo,Via,GIANCARLO SISMONDI,1,3256,4,6.0,20.0
Parrucchiere per Donna,Via,GIANCARLO SISMONDI,36,3256,4,4.0,43.0
